ISIN CODE;DATE;ABNORMAL_RETURN;ABS_AR;PREDICTED_RETURN;RETURN_STOCK;RETURN_MARKET;t;Surpise_Category;# Estimates;Mean;Standard Deviation;Variationskoeffizient
CH0024608827;45370;-0.027991864;0.027991864;-0.003781745;-0.031773608;-0.003895988;0;Negativ;16;44.11752206;1.314743501;0.029800937
CH0024638196;43875;-0.032951901;0.032951901;0.004849868;-0.028102033;0.004725495;0;Neutral;17;8.813809716;0.251859925;0.028575603
CH0024638196;44244;-0.01692021;0.01692021;-0.006374016;-0.023294226;-0.009628859;0;Positive;18;7.716201885;0.589386491;0.07638298
CH0024638196;44608;-0.052302216;0.052302216;-0.000759426;-0.053061641;0.00040063;0;Positive;18;8.476442777;0.391767916;0.046218435
CH0024638196;44979;0.079632135;0.079632135;0.001523082;0.081155218;0.001185611;0;Positive;15;6.675112754;0.553576771;0.082931449
CH0024638196;45336;0.03562793;0.03562793;0.006701667;0.042329597;0.007015782;0;Neutral;14;8.786417674;0.433281652;0.049312663
CH0024638212;44244;-0.016636731;0.016636731;-0.006893766;-0.023530497;-0.009628859;0;Positive;5;7.881543823;0.699103643;0.088701358
CH0024638212;44608;-0.057685699;0.057685699;-0.000725063;-0.058410762;0.00040063;0;Neutral;5;8.65392703;0.481382672;0.055625922
CH0024638212;44979;0.071446606;0.071446606;0.001414743;0.072861348;0.001185611;0;Positive;5;6.573238623;0.495802337;0.075427406
CH0024638212;45336;0.033989746;0.033989746;0.006410299;0.040400045;0.007015782;0;Positive;13;8.718927259;0.385287049;0.044189731
CH0025238863;43888;-0.017739239;0.017739239;-0.030231589;-0.047970828;-0.028920081;0;Neutral;20;6.961186126;0.158031009;0.022701736
CH0025238863;44258;0.070311676;0.070311676;-0.001529132;0.068782544;-0.003510679;0;Neutral;20;6.84295552;0.242090735;0.035378096
CH0025238863;44622;0.018121265;0.018121265;0.000853167;0.018974432;0.000997565;0;Positive;19;16.34578043;1.239814455;0.075849205
CH0025238863;44986;0.053772981;0.053772981;-0.003995358;0.049777624;-0.00266278;0;Positive;11;23.62822179;0.32567158;0.013783161
CH0025238863;45352;-0.151192131;0.151192131;0.005684547;-0.145507584;0.005449946;0;Neutral;17;13.06476936;0.296076682;0.02266222
CH0030170408;43851;0.00526685;0.00526685;0.00480685;0.0100737;0.004552936;0;Neutral;20;19.1769299;0.410486876;0.021405245
CH0030170408;44265;-0.015418042;0.015418042;0.004576879;-0.010841162;0.004359783;0;Positive;21;19.04870663;0.451064131;0.023679515
CH0030170408;44575;-0.015472044;0.015472044;-0.009385253;-0.024857297;-0.008953799;0;Neutral;19;22.91183583;0.723207362;0.031564793
CH0030170408;44945;-0.000348869;0.000348869;-0.013643045;-0.013991914;-0.009917437;0;Positive;20;20.08797601;0.834456936;0.04154012
CH0030170408;45308;-0.040793295;0.040793295;-0.009664279;-0.050457574;-0.007170784;0;Neutral;20;19.77707527;0.426971053;0.021589191
CH0030380734;43936;-0.031853342;0.031853342;-0.024476915;-0.056330256;-0.020258856;0;Neutral;5;3.378138953;0.043269635;0.01280872
CH0030380734;44274;-0.008697269;0.008697269;0.000455464;-0.008241805;-0.000312568;0;Positive;6;2.373657678;0.162489931;0.068455503
CH0030380734;44628;0.029111945;0.029111945;-0.012223727;0.016888218;-0.013097477;0;Positive;6;4.230655055;0.086858525;0.020530751
CH0030380734;44992;-0.067348559;0.067348559;-0.006325894;-0.073674452;-0.007529537;0;Neutral;5;4.570661165;0.118283816;0.025878929
CH0030380734;45356;0.088901174;0.088901174;-0.003176632;0.085724541;-0.002190581;0;Positive;5;3.328122405;0.168949515;0.050764213
CH0030486770;43867;-0.021978921;0.021978921;0.001523662;-0.020455259;0.001064729;0;Negativ;6;7.761429615;0.438719621;0.05652562
CH0030486770;44610;-0.040607789;0.040607789;-0.005842508;-0.046450298;-0.005674267;0;Negativ;7;9.323297431;1.135301153;0.121770346
CH0030486770;44966;-0.027632599;0.027632599;-0.006994078;-0.034626677;-0.003873794;0;Negativ;6;7.316069499;0.523141169;0.071505768
CH0030486770;45329;0.014522484;0.014522484;-0.003001619;0.011520865;-0.002798272;0;Negativ;6;4.969378189;0.282997887;0.05694835
CH0033361673;43936;-0.012786396;0.012786396;-0.02518392;-0.037970315;-0.020258856;0;Positive;5;2.018540186;0.268461162;0.13299768
CH0033361673;44267;-0.147973672;0.147973672;-0.004652505;-0.152626176;-0.004045262;0;Negativ;6;-8.559566023;1.380190686;-0.161245405
CH0033361673;44630;0.005821487;0.005821487;-0.011542163;-0.005720676;-0.009431449;0;Positive;7;1.678214821;0.541317396;0.322555485
CH0033361673;44995;0.11846514;0.11846514;-0.009568992;0.108896148;-0.01593942;0;Positive;6;12.87997418;0.504613763;0.039178166
CH0038388911;43880;-0.015509785;0.015509785;0.011760416;-0.003749368;0.010179932;0;Positive;8;6.537673664;1.072301586;0.16401883
CH0038388911;44251;-0.002919027;0.002919027;0.01135566;0.008436633;0.010126179;0;Negativ;7;5.113702536;1.253914865;0.245206845
CH0038388911;44610;-0.027227886;0.027227886;-0.007553103;-0.034780989;-0.005674267;0;Positive;9;5.431818424;0.836266045;0.153956922
CH0038388911;44977;-0.010386818;0.010386818;0.001002951;-0.009383866;0.000624766;0;Negativ;5;5.426050559;1.683961403;0.310347533
CH0038388911;45344;0.09296702;0.09296702;-0.00395878;0.08900824;-0.00376176;0;Neutral;6;6.972168483;0.410327248;0.05885217
CH0038863350;43874;-0.021428735;0.021428735;-0.001048366;-0.022477101;-0.001245718;0;Positive;28;4.676430202;0.102023117;0.021816452
CH0038863350;44245;-0.005153034;0.005153034;-0.006069529;-0.011222563;-0.007411227;0;Positive;26;4.496296136;0.055699279;0.012387814
CH0038863350;44609;0.0070186;0.0070186;-0.006336821;0.000681779;-0.008966608;0;Positive;26;4.725659256;0.107067339;0.022656593
CH0038863350;44973;-0.020427891;0.020427891;-0.005191076;-0.025618967;-0.006508973;0;Neutral;20;5.080829957;0.076259273;0.015009216
CH0038863350;45344;-0.04724167;0.04724167;-0.003244848;-0.050486517;-0.00376176;0;Neutral;23;5.160909644;0.163213575;0.031624963
CH0042615283;43909;-0.024455914;0.024455914;0.035167569;0.010711656;0.048766563;0;Negativ;7;-5.035857631;1.442785864;-0.286502513
CH0042615283;44217;0.082304459;0.082304459;0.002746774;0.085051233;-0.001392934;0;Negativ;11;-9.406016289;3.052605716;-0.324537575
CH0042615283;44581;0.050472762;0.050472762;0.001606387;0.052079149;0.00416124;0;Negativ;9;-19.23224608;2.338018227;-0.121567612
CH0042615283;44945;0.004352232;0.004352232;-0.026866113;-0.022513881;-0.009917437;0;Negativ;13;-14.46681834;1.218051936;-0.084196256
CH0042615283;45307;0.016115056;0.016115056;0.009289674;0.02540473;0.002299292;0;Negativ;10;-7.273576717;5.012828735;-0.689183455
CH0100837282;43895;-0.016059956;0.016059956;-0.013314652;-0.029374609;-0.010849529;0;Neutral;5;5.58206;0.22478;0.040268288
CH0100837282;44623;-0.029908591;0.029908591;-0.027249823;-0.057158414;-0.017393801;0;Negativ;6;6.06593;0.35122;0.057900437
CH0100837282;44987;0.039863089;0.039863089;0.011996296;0.051859386;0.008974338;0;Neutral;5;5.1036;0.59279;0.116151344
CH0100837282;45358;0.014937307;0.014937307;0.005983958;0.020921265;0.004158784;0;Positive;6;8.0405;0.26842;0.033383496
CH0102484968;43864;-0.040449499;0.040449499;0.004618479;-0.03583102;0.003486349;0;Neutral;17;3.809143255;0.198970086;0.052234866
CH0102484968;44228;-0.041125192;0.041125192;0.020166341;-0.020958851;0.013965443;0;Neutral;20;4.574385802;0.3958863;0.086544143
CH0102484968;44594;-0.060222853;0.060222853;0.001372225;-0.058850628;0.001519714;0;Neutral;19;5.743389594;0.33011986;0.057478229
CH0102484968;44959;0.02691483;0.02691483;0.005702129;0.032616958;0.003260191;0;Neutral;17;5.259687006;0.323053693;0.061420707
CH0102484968;45323;0.022578676;0.022578676;-0.013738374;0.008840302;-0.008436727;0;Negativ;17;4.333220905;0.586140736;0.135266756
CH0110240600;43886;0.003272788;0.003272788;-0.019358926;-0.016086138;-0.019968793;0;Negativ;5;0.568273123;0.139822857;0.246048689
CH0110240600;44985;-0.046183246;0.046183246;-0.015826829;-0.062010075;-0.010267483;0;Negativ;5;0.436101734;0.057433896;0.131698389
CH0110240600;45349;0.196949945;0.196949945;-0.002259854;0.194690092;-0.001376807;0;Negativ;5;-0.084708877;0.119667252;-1.412688448
CH0111677362;43894;-0.009183485;0.009183485;0.004914535;-0.00426895;0.014719056;0;Neutral;7;4.90344148;0.316530258;0.064552674
CH0118530366;45006;-0.007379454;0.007379454;0.007379454;0;0.011597732;0;Neutral;7;-0.730177754;0.472315843;-0.646850497
CH0126673539;43871;0.13483174;0.13483174;0.00229299;0.13712473;0.003878884;0;Neutral;6;2.883581709;0.114207999;0.039606299
CH0126673539;44236;-0.028437197;0.028437197;0.001732427;-0.026704771;0.001338475;0;Positive;8;2.566274598;0.073939357;0.028811943
CH0126673539;44601;0.023528769;0.023528769;0.013326323;0.036855092;0.017657234;0;Positive;7;2.998715546;0.152444054;0.05083645
CH0126673539;44966;0.011317791;0.011317791;-0.002490496;0.008827296;-0.003873794;0;Neutral;6;3.411948011;0.12176369;0.03568744
CH0126673539;45338;0.004327599;0.004327599;0.000363574;0.004691174;0.001893581;0;Negativ;7;3.276158404;0.11157947;0.03405802
CH0126881561;43881;-0.078409855;0.078409855;-0.006424566;-0.084834421;-0.008011876;0;Negativ;15;4.031857782;0.528062279;0.130972447
CH0126881561;44246;-0.000944705;0.000944705;0.000217873;-0.000726832;0.000705151;0;Negativ;19;-1.619801858;0.424410694;-0.262013957
CH0126881561;44617;-0.065473035;0.065473035;0.02262995;-0.042843085;0.028746262;0;Negativ;15;6.479840284;0.555917548;0.08579186
CH0126881561;44974;-0.004451243;0.004451243;0.004243235;-0.000208008;0.004698226;0;Neutral;12;1.634727452;0.361962707;0.221420829
CH0126881561;45338;-0.027670668;0.027670668;0.001758683;-0.025911985;0.001893581;0;Neutral;18;11.13333496;0.526981561;0.047333666
CH0127480363;43894;-0.023357962;0.023357962;0.016249175;-0.007108787;0.014719056;0;Negativ;5;-14.7798368;6.837496267;-0.462623259
CH0127480363;44258;-0.006533227;0.006533227;-0.000909482;-0.007442709;-0.003510679;0;Negativ;6;-4.21558624;1.677757223;-0.397989064
CH0127480363;45314;0.007510606;0.007510606;-0.010630733;-0.003120127;-0.010158209;0;Negativ;5;11.04319626;3.92982148;0.355859064
CH0130293662;44271;0.015656506;0.015656506;0.006649251;0.022305758;0.007233418;0;Positive;5;5.932388296;0.80768212;0.136147885
CH0130293662;44635;-0.032492337;0.032492337;-0.000698483;-0.03319082;-0.000598086;0;Neutral;5;6.378280503;0.191903918;0.030087093
CH0130293662;45363;0.088576644;0.088576644;0.0027303;0.091306944;0.006375305;0;Positive;5;8.867189079;0.982069604;0.110753204
CH0225173167;43882;0.024717833;0.024717833;-0.002703084;0.02201475;-0.003968013;0;Neutral;5;5.810220216;0.067490415;0.01161581
CH0225173167;44246;-0.01952612;0.01952612;0.0000283;-0.019497796;0.000705151;0;Neutral;5;5.74658214;0.396301331;0.068962963
CH0238627142;43880;0.002305418;0.002305418;0.009738652;0.01204407;0.010179932;0;Positive;6;9.754291092;0.271887828;0.027873664
CH0238627142;44258;0.07650017;0.07650017;-0.001409718;0.075090451;-0.003510679;0;Neutral;6;8.811425948;0.35715008;0.040532609
CH0238627142;44622;-0.047258061;0.047258061;0.002168456;-0.045089605;0.000997565;0;Negativ;6;13.80119386;0.257308536;0.018643933
CH0238627142;44938;0.018049922;0.018049922;0.00520694;0.023256862;0.003948239;0;Neutral;6;14.56545736;0.377305685;0.025904143
CH0238627142;45302;0.016748332;0.016748332;-0.009422292;0.00732604;-0.00805734;0;Neutral;7;10.79962631;0.43069569;0.03988061
CH0239229302;43896;0.055391977;0.055391977;-0.042530063;0.012861914;-0.038611102;0;Neutral;7;5.571907327;0.259075078;0.04649666
CH0239229302;44260;0.007554638;0.007554638;-0.009274329;-0.001719691;-0.011860394;0;Positive;8;4.910007482;0.383116118;0.078027604
CH0239229302;44624;-0.054545062;0.054545062;-0.034968909;-0.08951397;-0.032511354;0;Neutral;6;6.929239386;0.410284681;0.059210637
CH0239229302;44988;0.03277032;0.03277032;0.003140181;0.035910501;0.002952727;0;Neutral;7;7.453380887;0.315891749;0.042382344
CH0239229302;45358;-0.008564767;0.008564767;0.00328771;-0.005277057;0.004158784;0;Neutral;6;7.354209777;0.220956083;0.030044844
CH0244017502;43907;-0.016153135;0.016153135;0.026597095;0.010443959;0.026180799;0;Positive;6;57.00272137;8.994763202;0.15779533
CH0244017502;44230;0.016973755;0.016973755;-0.001809184;0.01516457;-0.001850021;0;Positive;6;29.43545165;7.826217008;0.265877252
CH0244017502;44960;-0.014266285;0.014266285;0.011388585;-0.0028777;0.012441066;0;Positive;6;17.67712517;0.579234196;0.032767443
CH0244767585;43851;-0.050519943;0.050519943;0.004167258;-0.046352684;0.004552936;0;Neutral;18;1.179784035;0.05723912;0.048516608
CH0244767585;44222;0.015219893;0.015219893;0.008490587;0.02371048;0.005695497;0;Positive;21;1.499569524;0.108821507;0.072568497
CH0244767585;44593;0.066140278;0.066140278;0.011199725;0.077340003;0.00905342;0;Neutral;21;2.025499576;0.200332051;0.098905008
CH0244767585;44957;-0.009675204;0.009675204;-0.011196004;-0.020871208;-0.007595604;0;Positive;20;2.04168114;0.129131221;0.063247497
CH0244767585;45328;-0.042943635;0.042943635;-0.002428253;-0.045371889;-0.00222032;0;Negativ;11;1.067408815;0.278932394;0.261317304
CH0256379097;43910;-0.026783384;0.026783384;-0.012226269;-0.039009654;-0.01538004;0;Neutral;5;-1.7548572;0.370090532;-0.210894956
CH0256379097;44232;0.017871309;0.017871309;-0.009741183;0.008130126;-0.008724781;0;Negativ;5;-1.560048066;0.6559085;-0.420441212
CH0256379097;44635;-0.125566079;0.125566079;0.000061;-0.125505082;-0.000598086;0;Neutral;6;-2.143868886;0.45310736;-0.211350313
CH0276534614;43887;0.000455711;0.000455711;0.00283557;0.003291281;0.002558973;0;Neutral;5;2.53099;0.24336;0.096152099
CH0276534614;44251;0.059500135;0.059500135;0.009700399;0.069200534;0.010126179;0;Positive;5;3.11827;0.10334;0.033140171
CH0276534614;44575;-0.013066463;0.013066463;-0.00780195;-0.020868412;-0.008953799;0;Neutral;5;4.97483;0.24924;0.050100204
CH0311864901;43893;0.007447051;0.007447051;0.024964056;0.032411107;0.015836892;0;Negativ;12;3.004898443;0.365716744;0.121706857
CH0311864901;44210;0.008386213;0.008386213;0.003079924;0.011466137;0.001593524;0;Neutral;12;4.894087321;0.322404542;0.065876336
CH0311864901;44573;0.03919157;0.03919157;-0.000219273;0.038972297;-0.00109505;0;Neutral;13;7.561257004;0.252945391;0.033452823
CH0311864901;44938;0.001308599;0.001308599;0.007425081;0.00873368;0.003948239;0;Neutral;13;10.54710659;0.387936862;0.036781354
CH0311864901;45302;0.007628118;0.007628118;-0.009126994;-0.001498876;-0.00805734;0;Neutral;15;6.423114485;0.297641029;0.046339051
CH0319416936;43900;-0.070716443;0.070716443;-0.002131289;-0.072847733;-0.001861158;0;Neutral;16;10.30373884;0.208281677;0.020214184
CH0319416936;44267;0.020772781;0.020772781;-0.003812956;0.016959825;-0.004045262;0;Positive;19;-2.971919446;2.183467093;-0.734699285
CH0319416936;44628;0.065155492;0.065155492;-0.005909518;0.059245974;-0.013097477;0;Positive;12;-0.579532167;0.343805239;-0.593246171
CH0319416936;44999;0.008435156;0.008435156;0.00685926;0.015294416;0.008647286;0;Positive;14;5.672770485;0.914206726;0.161157009
CH0319416936;45359;0.014142828;0.014142828;0.004509458;0.018652286;0.005497744;0;Neutral;15;10.04686662;0.832637185;0.08287531
CH0360674466;43851;0.010789526;0.010789526;0.003485102;0.014274628;0.004552936;0;Negativ;10;2.938312583;0.112728786;0.038365144
CH0360674466;44264;-0.006664155;0.006664155;0.001505072;-0.005159083;0.004378874;0;Positive;10;2.873823161;0.085166476;0.029635253
CH0360674466;44628;0.029800539;0.029800539;-0.010887446;0.018913093;-0.013097477;0;Positive;9;3.510618955;0.198203875;0.056458385
CH0360674466;44991;-0.012523255;0.012523255;-0.00117559;-0.013698844;-0.004842015;0;Positive;5;3.517546779;0.086475419;0.024584014
CH0360674466;45309;-0.005602478;0.005602478;0.001578328;-0.00402415;0.003079492;0;Positive;5;3.350470224;0.133107869;0.039728116
CH0360826991;44223;0.009304129;0.009304129;-0.00443794;0.00486619;-0.005568577;0;Positive;5;3.293642912;0.259628453;0.078827141
CH0360826991;44581;0.026343334;0.026343334;0.008342224;0.034685558;0.00416124;0;Positive;5;9.228798081;2.360578883;0.255783999
CH0360826991;44987;-0.042990706;0.042990706;0.013791551;-0.029199155;0.008974338;0;Neutral;5;10.80889533;0.477168512;0.044145909
CH0363463438;43867;-0.015682521;0.015682521;0.002887329;-0.012795192;0.001064729;0;Neutral;8;-3.824808012;0.329172738;-0.086062552
CH0363463438;44231;-0.018936093;0.018936093;0.007754463;-0.01118163;0.006999265;0;Negativ;12;-3.1202664;0.238259681;-0.076358763
CH0363463438;44599;0.014847295;0.014847295;0.00061195;0.015459245;0.00320715;0;Neutral;10;-3.866917689;0.317583798;-0.082128409
CH0363463438;44964;-0.08678948;0.08678948;-0.006265415;-0.093054895;-0.004989719;0;Positive;11;-4.993332923;0.433792459;-0.086874331
CH0363463438;45433;-0.008428757;0.008428757;-0.01159011;-0.020018867;-0.002576935;0;Positive;7;-2.272783878;0.608914229;-0.267915588
CH0406705126;45363;-0.075287456;0.075287456;0.005878005;-0.069409451;0.006375305;0;Negativ;5;-0.109397897;0.219891901;-2.010019452
CH0418792922;43882;0.049930589;0.049930589;-0.004125028;0.045805561;-0.003968013;0;Negativ;12;5.478323172;0.238738562;0.043578766
CH0418792922;44246;0.00134956;0.00134956;0.001873649;0.00322321;0.000705151;0;Neutral;18;5.692425924;0.398568039;0.070017255
CH0418792922;44610;-0.023480671;0.023480671;-0.008054985;-0.031535656;-0.005674267;0;Neutral;19;7.401948977;0.490811324;0.066308391
CH0418792922;44974;0.039538223;0.039538223;0.008169104;0.047707327;0.004698226;0;Neutral;23;8.002190123;0.471507065;0.058922252
CH0418792922;45338;0.025665368;0.025665368;0.00224713;0.027912498;0.001893581;0;Neutral;23;7.317452935;0.435803763;0.059556757
CH0432492467;44250;0.021306692;0.021306692;-0.01418261;0.007124082;-0.010703565;0;Neutral;9;0.985517636;0.07663363;0.077759775
CH0432492467;44607;0.007451383;0.007451383;0.013466964;0.020918347;0.012905635;0;Neutral;10;2.047912308;0.021244388;0.010373681
CH0432492467;44984;0.001630967;0.001630967;0.005274931;0.006905897;0.004522337;0;Neutral;15;2.205570595;0.075874207;0.034401169
CH0432492467;45349;0.008374742;0.008374742;-0.001301576;0.007073166;-0.001376807;0;Positive;27;2.661477896;0.085863548;0.032261605
CH0435377954;43886;-0.023281002;0.023281002;-0.011614374;-0.034895376;-0.019968793;0;Neutral;12;0.67642;0.0216;0.031932823
CH0435377954;44250;-0.09919763;0.09919763;-0.007164388;-0.106362018;-0.010703565;0;Neutral;13;0.69826;0.03247;0.046501303
CH0435377954;44621;0.020228546;0.020228546;-0.010603832;0.009624713;-0.010105521;0;Neutral;13;0.77036;0.03399;0.044122229
CH0435377954;44985;0.074312241;0.074312241;-0.010885189;0.063427052;-0.010267483;0;Neutral;12;0.77824;0.06818;0.087607936
CH0435377954;45349;0.025323426;0.025323426;-0.002112647;0.023210779;-0.001376807;0;Neutral;13;0.81555;0.09006;0.110428545
CH0466642201;43894;-0.012786721;0.012786721;0.01048875;-0.002297971;0.014719056;0;Neutral;8;11.52309972;0.713853204;0.061949755
CH0466642201;44280;0.002678186;0.002678186;0.001873484;0.004551669;0.001549091;0;Neutral;6;5.003251098;0.880025204;0.175890673
CH0466642201;44644;-0.005251907;0.005251907;0.001907422;-0.003344485;0.002188059;0;Neutral;6;9.550149082;0.734445123;0.076904048
CH0466642201;44991;0.047276484;0.047276484;-0.003650827;0.043625658;-0.004842015;0;Positive;5;10.30170625;0.497036788;0.048248006
CH0466642201;45393;-0.000147345;0.000147345;-0.001497392;-0.001644737;-0.002183884;0;Negativ;5;6.441918579;1.02177423;0.158613341
CH0468525222;45324;-0.042134918;0.042134918;0.003279992;-0.038854926;0.001782078;0;Negativ;7;3.03943;0.25218;0.082969504
CH0496451508;44280;-0.213226824;0.213226824;0.002931415;-0.210295409;0.001549091;0;Positive;11;0.92090043;0.070480766;0.076534622
CH0496451508;44623;-0.278199648;0.278199648;-0.02473102;-0.302930668;-0.017393801;0;Negativ;10;0.860071794;0.142866417;0.166109874
CH0496451508;44987;-0.071667666;0.071667666;0.013840579;-0.057827087;0.008974338;0;Negativ;10;0.879971995;0.069182464;0.078618938
CH0496451508;45337;-0.011040398;0.011040398;0.004502485;-0.006537913;0.005956548;0;Negativ;11;0.821931515;0.093424527;0.113664612
CH0530235594;45370;-0.154176913;0.154176913;-0.005787737;-0.15996465;-0.003895988;0;Negativ;5;4.337179661;0.267960997;0.061782314
CH1101098163;43899;0.032072894;0.032072894;-0.054051801;-0.021978907;-0.054634675;0;Positive;7;8.535377169;0.180581023;0.021156771
CH1101098163;44263;0.041648312;0.041648312;0.018455612;0.060103924;0.019329547;0;Neutral;9;7.238213953;0.147357265;0.020358236
CH1101098163;44581;0.019824204;0.019824204;0.006360575;0.026184779;0.00416124;0;Neutral;10;10.30053565;0.290808982;0.028232414
CH1101098163;44945;0.041010591;0.041010591;-0.015913802;0.025096789;-0.009917437;0;Positive;9;10.65837745;0.225542707;0.021161073
CH1101098163;45313;-0.097312941;0.097312941;0.016655038;-0.080657903;0.011057605;0;Positive;10;10.73238066;0.519022785;0.048360452
CH1169151003;43887;0.004443048;0.004443048;0.002445613;0.006888661;0.002558973;0;Neutral;7;2.274816466;0.164139413;0.072155014
CH1169151003;44258;0.063353063;0.063353063;-0.002873219;0.060479845;-0.003510679;0;Positive;9;1.312381017;0.145931261;0.111195803
CH1169151003;44622;0.032516807;0.032516807;0.000804601;0.033321408;0.000997565;0;Positive;8;2.600786017;0.102033758;0.039231893
CH1169151003;44987;-0.024464706;0.024464706;0.014745004;-0.009719703;0.008974338;0;Neutral;6;3.402008552;0.074375671;0.021862282
CH1169151003;45370;0.030699049;0.030699049;-0.005056618;0.025642431;-0.003895988;0;Negativ;8;3.297367548;0.300173782;0.091034371
CH1173567111;44257;-0.043559725;0.043559725;0.010153696;-0.033406029;0.008703498;0;Positive;5;9.733901367;0.64209542;0.065964858
CH1173567111;44624;0.004524423;0.004524423;-0.055473779;-0.050949356;-0.032511354;0;Negativ;6;3.858648996;0.631102421;0.163555281
CH1173567111;44987;-0.108306272;0.108306272;0.011592301;-0.09671397;0.008974338;0;Negativ;6;2.900246797;0.698922732;0.24098733
CH1173567111;45322;0.010545501;0.010545501;-0.010545501;0;-0.008303501;0;Negativ;5;2.67833295;0.630357493;0.235354418
CH1175448666;43879;0.023140805;0.023140805;-0.002487786;0.020653019;-0.002477395;0;Neutral;18;2.274880317;0.097181089;0.04271921
CH1175448666;44243;0.050233283;0.050233283;-0.00165668;0.048576603;-0.001637796;0;Positive;13;1.619099518;0.123274829;0.076137895
CH1175448666;44607;0.026143794;0.026143794;0.02157687;0.047720664;0.012905635;0;Neutral;14;2.89336154;0.155498256;0.053743113
CH1175448666;44978;-0.018138237;0.018138237;0.000301393;-0.017836844;0.000312237;0;Neutral;14;3.294249495;0.075344077;0.022871394
CH1175448666;45349;-0.02028753;0.02028753;-0.00226211;-0.02254964;-0.001376807;0;Negativ;16;3.120979402;0.134874411;0.043215412
CH1176493729;44638;-0.113200593;0.113200593;0.016650707;-0.096549886;0.011107708;0;Neutral;7;1.691016929;0.044450877;0.026286477
CH1176493729;44992;-0.080518642;0.080518642;-0.011726932;-0.092245574;-0.007529537;0;Negativ;5;1.554556887;0.054581889;0.035110898
CH1176493729;45358;0.139294261;0.139294261;0.004849187;0.144143448;0.004158784;0;Positive;5;1.500070775;0.053826319;0.03588252
CH1248667003;43900;-0.017878933;0.017878933;-0.001265228;-0.019144161;-0.001861158;0;Negativ;5;55.5115578;4.898950633;0.088251003
CH1248667003;44624;-0.006094051;0.006094051;-0.039080748;-0.045174799;-0.032511354;0;Neutral;5;61.95539191;8.540421391;0.137847912
CH1248667003;44991;-0.059929602;0.059929602;-0.00671818;-0.066647782;-0.004842015;0;Negativ;5;24.66858727;3.059490973;0.124023761
CH1248667003;45358;-0.000650207;0.000650207;0.001788511;0.001138304;0.004158784;0;Neutral;5;21.10975024;3.603085718;0.170683484
CH1256740924;43858;0.03602812;0.03602812;0.007832253;0.043860373;0.00883828;0;Positive;21;3.601148907;0.200598284;0.055703968
CH1256740924;44224;-0.000780384;0.000780384;-0.003234953;-0.004015337;-0.003177834;0;Positive;22;3.028970237;0.119369281;0.039409196
CH1256740924;44588;-0.010190582;0.010190582;0.0035822;-0.006608382;0.004470178;0;Neutral;22;3.829788384;0.096319102;0.02514998
CH1256740924;44952;0.001052664;0.001052664;-0.006676733;-0.005624068;-0.006273897;0;Neutral;15;3.819742507;0.121987169;0.031935967
CH1256740924;45317;0.076555891;0.076555891;0.010166786;0.086722677;0.015974983;0;Neutral;17;3.819540312;0.123860129;0.03242802
CH1357065999;44266;0.010189586;0.010189586;-0.000465036;0.00972455;-0.000504509;0;Negativ;7;-6.712327194;1.236983731;-0.184285375
CH1357065999;44644;-0.006565509;0.006565509;0.000334959;-0.00623055;0.002188059;0;Negativ;7;-6.257421367;2.035258483;-0.325255143
CH1357065999;45008;0.024895557;0.024895557;-0.002046124;0.022849433;-0.00382757;0;Positive;8;-6.887853353;2.274646197;-0.330240219
CH1357065999;45365;-0.00042616;0.00042616;-0.002743414;-0.003169575;-0.005680966;0;Negativ;7;-13.07349565;3.296431068;-0.25214611
